STIL-26-010,Электрическая Фуксия / Electric Fuchsia Velvet,Electric Fuchsia,Black Edge,Magenta Shimmer,Magnetic Velvet,Весна / Лето,Яркий неоново-розовый оттенок с магнитным вельветовым свечением и легким затемнением к краям ногтя. Слияние топового цвета 2026 года со сложной игрой света.,"macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Oval nails showcasing a vibrant electric fuchsia magnetic velvet effect. The edges of the nails are softly shaded in black, creating a glowing neon magenta center, luxurious and bold."
STIL-26-011,Неоновый Леопард / Neon Leopard Glass,Translucent Neon Orange,Black,Gold Foil,"Желейный неон, фольга",Лето,"Полупрозрачное неоново-оранжевое ""желе"" с инкапсулированными пятнами леопарда и золотой фольгой под толстым слоем стекла. Свежая и смелая интерпретация животного принта.","macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Nails with a translucent neon orange jelly base. Dark black leopard spots and small gold foil fragments are encapsulated beneath a smooth, glass-like topcoat. Modern animal print."
STIL-26-012,Темный Мрамор Тилиум / Transformative Teal Marble,Transformative Teal,Black,Silver Chrome,"Мрамор, хромированные прожилки",Всесезонный,Мраморная техника в глубоком сине-зеленом оттенке года (Transformative Teal) с черными тенями. Трещины в камне заполнены рельефным жидким серебром для люксового эффекта.,"macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Nails with a deep transformative teal and black marble texture. The mineral pattern is highlighted by raised 3D liquid silver chrome veins, high-end gemstone look."
STIL-26-013,Теневая Геометрия / Shadow Grid,Bare Nail (Clear),Jet Black,Neon Cyan,"Negative space, графика",Весна / Осень,Упор на негативное пространство: полностью прозрачный ноготь с архитектурными микро-сетками черного цвета. Одиночные точки неоново-синего цвета создают эстетику кибер-минимализма.,"macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Minimalist nails showing the bare natural nail bed under a glossy clear coat. Decorated with an ultra-thin, precise jet black architectural grid and single neon cyan geometric dot accents."
STIL-26-014,Лавовый Хром / Lava Falls Chrome,Lava Falls (Deep Red),Black,Crimson Metallic,Хромовая втирка,Осень / Зима,"Плотное металлическое покрытие с переходом от глубокого черного у кутикулы к смелому и драматичному красному на кончиках. Создает зеркальный ""кровавый"" эффект.","macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Coffin nails featuring a gradient from deep black at the cuticle to a bold 'Lava Falls' dark red at the tip. Covered entirely in a highly reflective crimson metallic chrome mirror finish."
STIL-26-015,Спортивный Неон / Athletic Neon Stripes,Opaque Black,Neon Lime,White,"Геометрия, Spider Gel",Лето,Плотный матово-черный фон с двумя идеально ровными горизонтальными линиями на кончиках — белой и неоново-салатовой. Вдохновлен пересечением высокой моды и спортивного стиля.,"macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Square nails painted opaque black. The tips feature two perfectly straight, fine horizontal stripes in bright neon lime and stark white, creating a chic athletic and sporty vibe."
STIL-26-016,Гранж-Клетка / Dark Grunge Plaid,Dark Plum,Black,Silver Shimmer,"Магнитная клетка, матовый",Осень / Зима,"Изящная клетка, сформированная черными линиями и сдвигами серебряного магнитного шиммера на фоне глубокой сливы. Матовый финиш усиливает ностальгическую уютную гранж-вибрацию.","macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Matte nails with a dark plum base. A neat, subtle plaid pattern formed by black lines and shifting silver magnetic shimmer stripes. Cozy yet edgy 90s grunge aesthetic."
STIL-26-017,Неоновый Скиттлз / Neon Jelly Skittle,Multiple Neons,Clear Builder,Chrome Dust,"Skittle, прозрачное стекло",Лето,Каждый палец покрыт полупрозрачным сочным желе своего неонового оттенка. Сверху втерт легчайший жемчужный пигмент для создания леденцового сияния.,"macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. 'Skittle' manicure where each nail is a different vibrant translucent neon jelly color (pink, green, yellow, blue, orange). Finished with a subtle pearlescent chrome dust for a glazed candy look."
STIL-26-018,Обратное Красное Пространство / Reverse Negative Space Red,Blood Red,Natural Nude,Gold Studs,Обратный френч,Всесезонный,"Покрытие в плотном, темном и богатом красном цвете с четким, не закрашенным полумесяцем у кутикулы. Для добавления архитектурности в пустое пространство встроены золотые микро-заклепки.","macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Nails painted in a vivid dark blood red, featuring a sharp reverse negative space design where the cuticle half-moon is left bare. Tiny 3D gold studs adorn the curve, elegant and bold."
STIL-26-019,Эспрессо с Молоком / Espresso Velvet Swirl,Deep Espresso,Milky White,Copper Magnetic,"Кофейные разводы, 9D Velvet",Осень,"Насыщенный кофейный фон смешан с молочно-белыми изгибами. Глубину ""латте-арта"" усиливает магнитное теплое свечение меди, проходящее прямо по водоворотам.","macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Nails resembling a swirling cup of coffee. Deep espresso brown base blended with milky white curves. Enhanced by a 9D warm copper magnetic velvet shimmer flowing through the swirls."
STIL-26-020,Токсичная Аура / Toxic Forest Aura,Shale Green,Neon Lime,Black Spider Gel,"Аура, абстракция",Осень / Весна,"Приглушенная пыльно-зеленая база с пульсирующим кислотно-лаймовым свечением в центре. Дизайн перекрыт хаотичными, грубыми черными нитями спайдер-геля.","macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Nails painted in a muted earthy shale green, featuring a glowing, toxic neon lime aura in the center. Fine, chaotic black spider gel lines are draped across the surface, edgy organic look."
STIL-26-021,Двойной Темный Френч / Double Midnight French,Clear Nude,Midnight Blue,Jet Black,Двойной френч,Зима / Осень,На голом ногте выполнены две тончайшие параллельные дуги: угольно-черная на самом краю и полуночно-синяя чуть ниже. Идеально чистая архитектурная геометрия.,"macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Bare nude nails featuring an architectural double French tip. One ultra-thin jet black curve at the very edge, and a parallel thin midnight blue curve just beneath it, clean and precise."
STIL-26-022,Неоновый Скелет / Neon Skeleton Leaves,Dark Charcoal,Neon Pink,Matte Base,Ручная роспись ботаники,Весна / Осень,Темно-угольный матовый фон служит полотном для тонкой ручной прорисовки скелетированных листьев неоново-розовым цветом. Биомимикрия в агрессивно-токсичном прочтении.,"macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting. Matte dark charcoal grey nails. Hand-painted, highly detailed skeletal leaves and botanical veins in a bright neon pink color."
STIL-26-023,Кибер-Мрамор / Cyber Marble,White Onyx,Electric Blue,Silver Foil,"Текстура камня, неон",Всесезонный,"Классический белый мрамор, в котором прожилки заменены на ярко-синие неоновые линии и серебряную фольгу. Органика в цифровой обертке.","macro photography of female hands, elegant long fingers, high-end jewelry, soft cinematic lighting, 8k resolution, hyper-realistic skin texture, aesthetic hand pose. White onyx stone texture nails. The mineral veins are replaced with vibrant electric blue neon lines and scattered silver leaf foil, high-tech organic fusion."
STIL-26-024,Роса на Матче / 3D Botanical Dew Drops,Matcha Green,Clear Gel,White,"3D капли, ручная роспись",Весна / Лето,"Нежный пастельный фон цвета матча, украшенный гиперреалистичными 3D-каплями росы. Под объемным прозрачным гелем виднеется тонкая ботаническая роспись.","macro photography of female hands, 8k resolution. Matcha green pastel nails decorated with hyper-realistic 3D clear gel water droplets. Delicate white botanical line art is visible underneath."
STIL-26-025,Осколки Авроры / Aurora Shattered Glass,Clear Builder,Holographic Blue,Iridescent Pink,"Эффект битого стекла, аквариум",Лето,Кристально прозрачная база с инкапсулированными кусочками голографической пленки Аврора. Под разным углом света дизайн взрывается ледяным розовым и синим неоном.,"macro photography of female hands, long stiletto nails with clear base. Encapsulated iridescent Aurora film creating a shattered glass effect, shifting in holographic blue and neon pink, crystalline depth."
STIL-26-026,Кавайные Мармеладные Мишки / Kawaii Gummy Bears,Translucent Pink,Neon Yellow,Mint Green,"3D лепка, желейный финиш",Лето,"Полупрозрачные желейные ногти в стиле Харадзюку, украшенные объемными мармеладными мишками ручной лепки. Яркие неоновые акценты создают игривый и молодежный образ.","macro photography of female hands, long coffin nails, sheer jelly pink base. Decorated with sculpted 3D gummy bears in neon yellow and mint green, cute Harajuku decora aesthetic, hyper-realistic candy texture."
STIL-26-027,Императорский Нефрит / Imperial Jade 3D,Jade Green,Milky White,Gold Liquid,"Текстура камня, 3D хром",Всесезонный,Глубокая имитация натурального нефрита с многослойным аквариумным эффектом. Украшен объемными прожилками из расплавленного старого золота для придания азиатского люкса.,"macro photography of female hands, high-end jewelry, 8k resolution. Almond nails mimicking deep jade gemstone texture with milky white cloudy depth. Features raised 3D veins of antique liquid gold, luxury Asian aesthetic."
STIL-26-028,Рубиновый Аквариум / Ruby Gemstone Aquarium,Deep Crimson,Ruby Red,Gold Flakes,"3D инкапсуляция, текстура камня",Зима,"Азиатский люкс с многомерной имитацией драгоценного рубина. Полупрозрачные красные слои желе чередуются с золотой поталью, создавая эффект кристалла с бесконечным внутренним свечением.","macro photography of female hands, 8k resolution. Nails resembling polished ruby gemstones. Translucent deep crimson and red jelly layers encapsulating floating gold flakes, creating a 3D aquarium effect with immense depth."
STIL-26-029,Изумрудный Крокодил / Emerald Croc Skin,Deep Emerald,Black,Gold Chrome,"3D текстура рептилии, матовый контраст",Осень / Зима,"Анималистичный тренд с имитацией кожи крокодила. Изумрудная база с глянцевыми рельефными чешуйками на глухом матовом фоне, визуально подчеркнутыми втиркой из золотого хрома.","macro photography of female hands, elegant fingers, 8k resolution. Deep emerald green nails featuring a realistic 3D crocodile skin texture. Matte base with glossy raised scales and subtle gold chrome highlights, luxurious exotic aesthetic."
STIL-26-030,Античное Золото / Antique Gold Melt,Aged Gold,Bronze,Black,"Текстура старого металла, фольга",Осень,"Имитация состаренного, расплавленного золота с глубокой темной патиной. Грубая, нарочито небрежная текстура металла создает эффект массивных винтажных украшений прямо на ногтях.","macro photography of female hands, 8k resolution. Nails covered in a textured antique gold finish, resembling melted vintage metal with dark bronze and black patina in the crevices, raw and luxurious metallic aesthetic."
STIL-26-031,Глянцевый Дамаск / Glossy Damask Velvet,Dark Burgundy,Cherry Red,Clear Gloss,"Матовый бархат, глянцевый узор",Зима,"Глубокое бордовое покрытие с эффектом поглощающего свет матового бархата. Поверх фона нанесены изящные глянцевые узоры, которые создают роскошный контраст фактур и проявляются при игре света.","macro photography of female hands, 8k resolution. Dark burgundy nails with a soft matte velvet finish. Intricate, glossy clear floral and damask patterns painted over the matte base, creating a subtle tone-on-tone contrast."
STIL-26-032,Глубокий Космос / Galaxy Cat-Eye Vortex,Obsidian Black,Galaxy Blue,Purple Shimmer,"Кошачий глаз, магнитная иллюзия",Зима,"Сложный магнитный гель, воссоздающий бесконечную глубину открытого космоса. На черной базе вспыхивают галактические сине-фиолетовые туманности, меняющие свое положение при малейшем движении руки.","macro photography of female hands, 8k resolution. Deep space cat-eye nails on an obsidian black base. Magnetic galaxy blue and purple shimmer perfectly dispersed to look like a glowing nebula, multi-dimensional shifting light effect."
STIL-26-033,Неоновая Пульсация / Neon Pulse Aura,Electric Purple,Neon Yellow,Hot Pink,"Аура-градиент, аэрография",Весна / Лето,"Сложный многослойный градиент в стиле Aura nails. Ядовито-желтый центр мягко рассеивается в неоновый розовый, растворяясь в глубоком электрическом фиолетовом фоне.","macro photography of female hands, 8k resolution. Aura nails with a vibrant electric purple base. A glowing neon yellow center smoothly fades into a hot pink halo using an airbrush gradient effect, cyberpunk and energetic vibe."
STIL-26-034,Радиоактивная Аура / Radioactive Cyber Aura,Charcoal Black,Acid Green,Neon Cyan,"Аура-градиент, неон",Всесезонный,"Глубокий матовый угольный фон, поглощающий свет, из которого вырывается радиоактивное свечение кислотно-зеленой и циановой ауры. Эффект максимального неонового контраста.","macro photography of female hands, 8k resolution. Matte charcoal black nails featuring a glowing, highly saturated acid green and neon cyan airbrush aura in the center, emitting a radioactive cyberpunk glow."
STIL-26-035,Тигухагу: Неоновый Закат / Mismatched Neon Sunset,Vibrant Orange,Hot Magenta,White,"Асимметрия, геометрия и абстракция",Лето,"Стиль разные руки (Тигухагу) в единой палитре неонового заката. На левой руке выполнена строгая архитектурная геометрия, на правой — хаотичные, экспрессивные абстрактные мазки тех же тонов.","macro photography of two female hands side by side, 8k resolution. Mismatched Chiguhagu nails in vibrant orange and hot magenta tones. The left hand features sharp, precise minimalist geometry and grids. The right hand features expressive, chaotic abstract brush strokes."
STIL-26-036,Тигухагу: Глубины Океана / Mismatched Ocean Deep,Navy Blue,Cobalt,Gold Liquid,"Асимметрия, геометрия и абстракция",Весна / Лето,"Дизайн разные руки в глубоких синих оттенках с золотом. Одна рука украшена строгими геометрическими паттернами, вторая — размытыми абстрактными мазками, напоминающими океанские течения.","macro photography of two female hands side by side, 8k resolution. Mismatched Chiguhagu nails in navy blue and cobalt. Left hand features strict gold geometric shapes and lines. Right hand features abstract, fluid watercolor brushstrokes resembling ocean currents."
STIL-26-037,Тигухагу: Терракота / Mismatched Terracotta,Terracotta,Olive Green,Cream,"Асимметрия, геометрия и абстракция",Осень,Уютные землистые тона в дерзком асимметричном исполнении. Четкие кремовые блоки и линии на одной руке контрастируют со свободными органическими мазками терракотового и оливкового на другой.,"macro photography of two female hands side by side, 8k resolution. Mismatched Chiguhagu nails in terracotta, olive green, and cream. Left hand displays clean geometric color-blocking. Right hand shows abstract, expressive painterly strokes in the same earthy palette."
STIL-26-038,Тигухагу: Кибер-Монохром / Mismatched Cyber Monochrome,Jet Black,Silver Chrome,Neon Cyan,"Асимметрия, геометрия и абстракция",Зима,"Монохромный асимметричный дизайн. Правая рука покрыта строгой хромированной 3D-геометрией, левая — экспрессивными глянцевыми мазками на идеально матовом черном фоне с точечными неоновыми акцентами.","macro photography of two female hands side by side, 8k resolution. Mismatched Chiguhagu nails in jet black and silver chrome with neon cyan dots. Left hand has complex geometric chrome lines. Right hand has glossy abstract brush strokes on a matte black base."
STIL-26-039,Пруд с Карпами Кои / 3D Koi Pond Aquarium,Sheer Blue,Orange,Gold Leaf,"Аквариум, 3D лепка, роспись",Лето,"Сложный азиатский 3D-дизайн, имитирующий пруд. Под слоем прозрачного желейного геля нарисованы карпы кои, а на поверхности располагаются объемные капли воды и кувшинки.","macro photography of female hands, 8k resolution. Asian luxury 3D nails mimicking a koi pond. Sheer blue jelly base with hand-painted orange koi fish and gold leaf underneath. Topped with clear 3D water droplets and sculpted lotus flowers."
STIL-26-040,Змеиная Чешуя / Matte Snake Skin,Olive Green,Black,Gold Chrome,3D текстура рептилии,Осень,Реалистичная имитация змеиной чешуи с помощью объемных капель прозрачного геля на градиентном оливково-черном фоне. Втирка золотого хрома на ребрах чешуек создает роскошный хищный эффект.,"macro photography of female hands, 8k resolution. Nails featuring a realistic 3D snake skin texture. Olive green to black gradient base, with raised clear gel scales highlighted by rubbed gold chrome powder on the edges, exotic luxury aesthetic."
STIL-26-041,Хромированный Кварц / Chrome-Veined Quartz,Milky White,Translucent Grey,Silver Chrome,"Текстура камня, 3D хром",Всесезонный,"Глубокая текстура полупрозрачного дымчатого кварца, сквозь которую проступают фактурные 3D-вены из жидкого серебра. Натуральная органика в сочетании с цифровым футуризмом.","macro photography of female hands, 8k resolution. Nails mimicking raw translucent quartz with milky white and grey smoky depth. Embellished with striking 3D liquid silver chrome veins running across the stone texture, sophisticated raw luxury."
STIL-26-042,Инкапсулированная Аврора / Iridescent Jelly Drops,Clear Pink,Holographic Blue,Neon Purple,"3D капли, стекло Аврора",Весна / Лето,"Прозрачная розовая желейная база с эффектом битого стекла. Поверх голографической пленки Аврора расположены крупные 3D-капли, работающие как линзы для преломления неонового света.","macro photography of female hands, 8k resolution. Sheer pink jelly base nails featuring shattered Aurora glass film encapsulated inside. Large clear 3D gel drops sit on the surface acting as magnifying lenses, reflecting holographic blue and neon purple light."
STIL-26-043,Магнитная Сингулярность / Nebula Velvet Cat-Eye,Plum Purple,Galaxy Violet,Holographic Silver,"Кошачий глаз, 9D Velvet",Зима / Осень,Сливовая база смешивается с голографическими серебряными частицами магнитного геля. Идеальное бархатное распределение шиммера образует глубокую воронку глубокого космоса.,"macro photography of female hands, 8k resolution. 9D magnetic velvet nails with a plum purple base. Holographic silver magnetic particles are uniformly dispersed to look like a glowing nebula, multi-dimensional shifting galaxy light effect."
STIL-26-044,Полуночный Бархат / Midnight Velvet Swirls,Matte Black,Glossy Black,Neon Cyan,"Матовый бархат, глянцевые мазки",Всесезонный,"Идеально матовый черный фон, поглощающий любой свет. На него нанесены глянцевые черные абстрактные мазки и узоры с едва заметным неоново-голубым свечением по краям.","macro photography of female hands, 8k resolution. Pitch black nails with a light-absorbing matte velvet base. Elaborate abstract glossy black brushstrokes painted over the matte base, edged with a very subtle neon cyan glow, high contrast texture."
STIL-26-045,Тепловая Аура / Thermal Neon Aura,Neon Orange,Hot Magenta,Cyan Blue,"Аура-градиент, размытие",Лето,"Экстремально яркий градиент из трех неоновых оттенков, плавно перетекающих друг в друга. Края ауры намеренно размыты, создавая эффект термограммы с инфракрасной камеры.","macro photography of female hands, 8k resolution. Vibrant thermal camera inspired aura nails. Blended airbrush gradient of neon orange, hot magenta, and cyan blue with heavily blurred edges, mimicking a glowing infrared heat map, cyberpunk vibe."
STIL-26-046,Сакура под Стеклом / Sakura Glass 3D,Pale Pink,Cherry Red,Clear Gloss,"Аквариум, 3D лепка, цветы",Весна,Японский люкс: многослойный дизайн с инкапсулированными внутри сухоцветами сакуры и микро-золотом. Сверху дизайн перекрыт толстым слоем стекла с объемными каплями.,"macro photography of female hands, 8k resolution. Japanese luxury 3D nails. Encapsulated real cherry blossom dried flowers and micro gold flakes suspended in a pale pink translucent jelly base. Topped with a thick glass-like builder gel and 3D dew drops."
STIL-26-047,Античная Бронза / Patina Bronze Texture,Aged Bronze,Oxidized Turquoise,Black,"Текстура металла, патина",Осень / Зима,Тактильная текстура сырой бронзы с черными впадинами и пятнами окисленной бирюзовой патины. Намеренно лишена глянца для создания эффекта древнего металла.,"macro photography of female hands, 8k resolution. Heavily textured nails mimicking aged, oxidized bronze metal. Raw matte finish with black crevices and bright turquoise patina spots, creating an ancient, weathered metallic artifact aesthetic."
STIL-26-048,Тигухагу: Матча и Ваниль / Mismatched Matcha Vanilla,Matcha Green,Vanilla Cream,Gold Leaf,"Асимметрия, геометрия и абстракция",Весна,"Стиль разные руки в нежных тонах матчи и ванили. Левая рука украшена строгими шахматными паттернами и геометрией, правая — органическими абстрактными мазками и золотой поталью.","macro photography of two female hands side by side, 8k resolution. Mismatched Chiguhagu nails in matcha green and vanilla cream. Left hand features crisp geometric checkerboard patterns and lines. Right hand shows abstract, expressive painterly strokes with gold leaf."
STIL-26-049, Слёзы Единорога 3D / 3D Unicorn Tears,Clear Jelly,Holographic Silver,Soft Pink,"Аквариум, 3D капли",Весна / Лето,"Кристально прозрачный гель с инкапсулированными переливающимися хлопьями фольги и мелкими жемчужинами. Объемные 3D-капли на поверхности создают эффект волшебных слез, преломляя свет под разными углами.","macro photography of female hands, elegant long fingers. Clear jelly nails with encapsulated holographic silver flakes and tiny pearls. Huge 3D clear gel water drops reflecting soft pink light like unicorn tears, magical aesthetic, 8k."
STIL-26-050,Застывшая Ботаника / Frozen Botanical Aquarium,Clear Builder,Mustard Yellow,Gold Dust,"Аквариум, сухоцветы",Весна,"Многослойный аквариумный дизайн с натуральными сухоцветами и золотой микро-пылью, плавающими в толще прозрачного геля. Идеальная гладкость поверхности превращает каждый ноготь в миниатюрную стеклянную линзу.","macro photography of female hands, clear builder gel nails encapsulating tiny real dried mustard yellow flowers and gold dust. Aquarium effect where botanical elements float suspended in thick glass-like resin, pristine and elegant."
STIL-26-051,Жемчужный Океан / Pearl Ocean Aquarium,Ocean Blue,Iridescent White,Silver,"Желейный градиент, инкапсуляция",Лето,Глубокое синее желе служит фоном для плавающих внутри прозрачной сферы крошечных жемчужин и серебряных блесток. Создает иллюзию драгоценного подводного мира на кончиках пальцев.,"macro photography of female hands, ocean blue jelly gradient nails. Thick clear builder gel encapsulates tiny white pearls and silver glitter floating inside like a deep-sea aquarium, luxurious mermaid aesthetic, high gloss."
STIL-26-052,Аврора в Янтаре / Amber Aurora Glass,Amber Jelly,Neon Pink,Gold Flakes,"Эффект битого стекла, аквариум",Осень,"Теплая янтарная база, в которую встроены голографические осколки пленки Аврора. Трехмерный аквариумный эффект заставляет осколки вспыхивать неоновым розовым светом из глубины покрытия.","macro photography of female hands, warm amber jelly base nails. Encapsulated holographic Aurora glass shards and gold flakes floating inside the clear gel extension, glowing neon pink from within, highly reflective."
STIL-26-053,Галактический Аквариум / Galaxy Aquarium,Space Black,Holographic Violet,Silver Stars,"Аквариум, голография",Зима,"Сложная имитация открытого космоса под толстым стеклом. В черной полупрозрачной базе плавают объемные серебряные звезды и голографическая фиолетовая пыль, меняющая паттерн при малейшем движении.","macro photography of female hands, space black semi-translucent nails. Encapsulated 3D silver stars and holographic violet dust floating deep inside a clear gel dome, galaxy aquarium effect, futuristic luxury."
STIL-26-054, Матовое Серебро и Ртуть / Matte Silver & Mercury,Matte Grey,Liquid Silver,Clear Chrome,"Жидкий металл, матовый контраст",Всесезонный,Глухой матовый серый фон становится холстом для экстремально объемных наплывов жидкого серебра. Текстура расплавленной ртути выглядит гиперреалистично и максимально тактильно.,"macro photography of female hands, perfect matte light grey nails. Adorned with thick, raised 3D liquid silver chrome drips that look like melted mercury flowing down the nail, extreme contrast between matte and metallic."
STIL-26-055,Расплавленное Золото на Черном / Molten Gold on Black,Pitch Black,Antique Gold,None,"Жидкий металл, 3D хром",Осень / Зима,Классический контраст в футуристичном исполнении 2026 года. На идеально поглощающем свет черном бархате застыли массивные капли и хаотичные нити расплавленного старого золота.,"macro photography of female hands, pitch black velvet matte nails. Heavy, dimensional drips and molten strings of antique 3D liquid gold chrome layered over the matte background, dark luxury aesthetic."
STIL-26-056,Бронзовая Патина / Patina Bronze Melt,Dark Teal,Molten Bronze,Oxidized Green,"Матовый фон, 3D металл",Осень,Глубокий матовый сине-зеленый оттенок с рельефными потеками расплавленной бронзы. Вкрапления окисленной зеленой патины придают жидкому металлу винтажный и органический вид.,"macro photography of female hands, matte dark teal nails featuring thick 3D molten bronze chrome drips. The liquid metal is accented with hints of oxidized green patina, ancient artifact meets modern nail art."
STIL-26-057,Кибер-Хром Дрип / Cyber Chrome Drip,Neon Pink,Gunmetal Chrome,None,"Матовый неон, жидкий металл",Лето,"Ядовито-розовый матовый фон пронзают тяжелые, глянцевые наплывы темного пушечного металла. Дерзкий киберпанк с выраженным агрессивным контрастом фактур.","macro photography of female hands, vibrant neon pink matte base nails. Edgy 3D liquid gunmetal chrome dripping from the cuticle down the nail bed, aggressive cyberpunk aesthetic, raw metallic texture."
